account_id,label,scheme,t0_amount,t0_direction,t0_country,t0_hour,t0_gap_hours,t1_amount,t1_direction,t1_country,t1_hour,t1_gap_hours,t2_amount,t2_direction,t2_country,t2_hour,t2_gap_hours,t3_amount,t3_direction,t3_country,t3_hour,t3_gap_hours,t4_amount,t4_direction,t4_country,t4_hour,t4_gap_hours,t5_amount,t5_direction,t5_country,t5_hour,t5_gap_hours,t6_amount,t6_direction,t6_country,t6_hour,t6_gap_hours,t7_amount,t7_direction,t7_country,t7_hour,t7_gap_hours,t8_amount,t8_direction,t8_country,t8_hour,t8_gap_hours,t9_amount,t9_direction,t9_country,t9_hour,t9_gap_hours,t10_amount,t10_direction,t10_country,t10_hour,t10_gap_hours,t11_amount,t11_direction,t11_country,t11_hour,t11_gap_hours,t12_amount,t12_direction,t12_country,t12_hour,t12_gap_hours,t13_amount,t13_direction,t13_country,t13_hour,t13_gap_hours,t14_amount,t14_direction,t14_country,t14_hour,t14_gap_hours,t15_amount,t15_direction,t15_country,t15_hour,t15_gap_hours,t16_amount,t16_direction,t16_country,t16_hour,t16_gap_hours,t17_amount,t17_direction,t17_country,t17_hour,t17_gap_hours,t18_amount,t18_direction,t18_country,t18_hour,t18_gap_hours,t19_amount,t19_direction,t19_country,t19_hour,t19_gap_hours,t20_amount,t20_direction,t20_country,t20_hour,t20_gap_hours,t21_amount,t21_direction,t21_country,t21_hour,t21_gap_hours,t22_amount,t22_direction,t22_country,t22_hour,t22_gap_hours,t23_amount,t23_direction,t23_country,t23_hour,t23_gap_hours,t24_amount,t24_direction,t24_country,t24_hour,t24_gap_hours,t25_amount,t25_direction,t25_country,t25_hour,t25_gap_hours,t26_amount,t26_direction,t26_country,t26_hour,t26_gap_hours,t27_amount,t27_direction,t27_country,t27_hour,t27_gap_hours,t28_amount,t28_direction,t28_country,t28_hour,t28_gap_hours,t29_amount,t29_direction,t29_country,t29_hour,t29_gap_hours
516,0,clean,42.33,IN,US,12,41.4,44.13,IN,US,16,35.2,17.8,IN,US,14,38.6,37.04,OUT,CA,14,31.2,76.88,IN,US,22,57.6,43.69,IN,US,19,45.2,15.87,OUT,GB,18,33.6,544.17,IN,GB,9,33.0,67.56,OUT,US,22,31.7,59.7,OUT,US,11,17.6,22.68,OUT,CA,16,53.1,67.26,IN,CA,15,18.4,47.88,OUT,GB,22,49.3,12.05,IN,US,22,55.4,23.19,OUT,US,13,43.8,103.12,IN,US,12,52.2,258.58,IN,GB,18,37.7,73.24,OUT,US,15,47.6,131.96,IN,CA,22,17.6,48.2,IN,CA,14,33.8,50.95,OUT,US,12,37.7,130.68,OUT,US,11,63.4,206.48,OUT,US,15,58.6,154.61,OUT,CA,14,67.9,23.26,OUT,US,17,33.6,51.75,IN,US,12,48.0,68.17,IN,US,22,28.9,44.36,IN,CA,10,60.1,74.46,OUT,US,16,23.1,105.26,OUT,US,16,62.8
920,0,clean,189.06,IN,GB,19,67.4,28.67,IN,GB,21,42.2,26.3,OUT,US,13,55.9,127.64,IN,US,20,58.0,120.96,IN,US,19,27.8,21.01,IN,US,20,23.5,35.69,IN,US,12,70.0,210.88,OUT,US,19,15.3,75.89,OUT,US,9,28.9,102.49,OUT,US,8,27.8,21.6,OUT,US,20,54.5,92.33,OUT,US,8,69.9,17.54,IN,US,20,21.9,11.2,IN,CA,12,44.6,97.66,OUT,GB,16,22.4,172.01,IN,US,18,55.2,44.57,IN,US,14,22.2,35.26,OUT,CA,21,42.8,214.58,OUT,US,12,15.3,46.72,IN,GB,18,45.9,51.8,IN,US,22,18.8,211.7,OUT,US,9,63.4,41.15,OUT,US,21,61.7,32.36,OUT,US,15,67.3,104.84,OUT,CA,9,61.4,30.89,OUT,US,9,23.6,48.63,OUT,US,15,15.2,19.0,IN,US,14,25.6,63.33,OUT,US,8,18.1,57.66,OUT,GB,18,36.1
781,0,clean,141.45,IN,US,20,60.6,115.53,OUT,GB,9,44.1,83.97,IN,GB,17,36.6,15.69,OUT,US,19,45.0,36.95,OUT,US,12,19.1,105.17,IN,US,11,69.9,66.71,OUT,US,9,45.1,105.73,IN,US,21,59.0,247.09,IN,US,11,49.9,21.29,OUT,CA,21,68.0,135.68,IN,CA,8,47.0,41.92,IN,US,17,31.7,115.39,IN,CA,15,37.7,52.83,OUT,CA,17,71.2,299.35,OUT,US,8,43.0,60.59,OUT,CA,10,18.7,32.71,OUT,US,19,36.3,76.39,OUT,US,13,49.4,70.75,OUT,US,20,26.8,135.7,OUT,CA,16,50.8,78.14,IN,CA,17,21.9,395.46,IN,US,9,20.7,49.94,OUT,GB,16,39.0,50.42,IN,US,11,52.4,33.68,IN,US,11,25.5,58.47,OUT,US,8,38.6,65.68,OUT,US,13,22.8,68.37,OUT,US,18,15.6,57.61,IN,US,14,38.3,33.52,OUT,CA,11,43.0
264,0,clean,155.79,OUT,GB,10,51.8,139.34,OUT,US,11,58.5,19.98,OUT,US,17,25.9,153.14,IN,GB,20,27.0,42.33,OUT,US,21,57.3,88.29,IN,US,10,49.3,26.44,IN,US,8,28.8,61.17,IN,GB,19,34.7,70.17,OUT,US,11,23.3,16.65,OUT,GB,17,60.4,88.82,IN,US,11,25.8,160.25,IN,GB,14,40.4,47.48,OUT,US,19,38.2,162.09,OUT,US,20,14.2,46.91,OUT,US,19,29.3,107.73,OUT,GB,10,45.7,9.25,OUT,US,15,45.3,378.05,OUT,US,17,28.1,180.61,IN,GB,18,63.7,43.48,OUT,GB,13,66.2,11.27,OUT,US,11,48.5,68.75,OUT,CA,12,46.2,17.2,OUT,GB,9,31.6,77.94,OUT,CA,13,62.4,75.89,OUT,US,20,14.7,25.71,IN,US,8,45.0,133.86,OUT,US,12,57.7,104.01,OUT,CA,11,20.2,119.18,OUT,GB,18,68.1,54.99,OUT,GB,14,36.1
817,0,clean,128.06,IN,US,17,67.6,21.43,OUT,CA,10,54.9,68.61,IN,US,15,64.7,16.07,OUT,US,16,33.8,77.41,IN,US,14,44.4,50.1,OUT,US,11,41.8,257.07,IN,GB,20,45.7,15.85,IN,CA,18,16.9,163.45,OUT,US,17,47.4,13.97,IN,US,19,69.1,18.88,IN,GB,22,13.7,14.27,IN,US,20,12.8,66.71,OUT,US,14,45.8,21.35,IN,US,10,56.9,18.57,IN,GB,20,46.3,64.21,OUT,GB,18,46.8,78.37,OUT,US,8,54.1,56.37,IN,GB,10,66.7,47.95,IN,US,16,58.6,235.83,OUT,US,14,24.5,61.35,OUT,US,21,53.9,104.02,IN,US,9,14.4,61.21,IN,GB,11,31.6,22.68,IN,US,11,34.0,84.77,OUT,GB,10,48.5,32.31,IN,US,21,56.1,50.77,IN,US,20,58.2,69.71,IN,US,16,68.7,11.55,OUT,US,16,46.4,15.07,IN,US,11,51.7
710,0,clean,47.11,OUT,CA,9,22.4,93.9,IN,GB,16,44.0,195.76,OUT,US,15,61.5,35.32,OUT,US,18,18.2,24.56,OUT,US,17,43.4,20.21,IN,US,19,36.1,195.29,IN,CA,19,39.3,23.8,OUT,US,20,58.5,53.41,IN,US,21,64.2,24.98,OUT,US,14,16.4,17.14,OUT,US,21,36.6,43.21,OUT,GB,11,42.1,25.78,IN,CA,11,12.7,31.4,OUT,GB,12,53.4,271.75,OUT,US,22,19.5,76.7,IN,GB,21,24.7,115.03,IN,US,13,47.2,105.61,OUT,US,15,65.8,50.37,IN,GB,15,21.7,38.41,IN,GB,20,61.7,66.63,IN,US,21,66.2,62.47,IN,US,16,39.8,34.64,OUT,CA,8,14.2,60.57,OUT,US,14,59.0,31.03,OUT,CA,18,16.2,47.6,OUT,US,9,41.0,41.75,OUT,CA,8,43.1,19.78,OUT,GB,9,27.3,8.32,IN,CA,22,21.1,25.76,IN,US,16,24.0
682,0,clean,64.2,OUT,CA,9,51.7,9.86,OUT,US,16,66.0,77.58,OUT,US,21,29.5,91.39,OUT,US,8,67.7,12.96,OUT,CA,14,44.5,24.94,IN,US,21,31.8,58.19,IN,CA,10,24.5,48.68,IN,US,22,20.8,82.74,IN,CA,12,48.9,48.77,OUT,US,12,58.4,150.18,OUT,CA,22,46.0,42.23,OUT,US,8,33.6,24.87,OUT,GB,16,33.8,23.32,OUT,US,10,33.7,98.33,OUT,US,14,34.1,55.91,OUT,US,21,23.1,90.65,OUT,US,14,40.9,89.17,OUT,US,11,48.4,10.85,IN,GB,17,67.3,21.93,OUT,US,15,51.1,24.13,IN,US,20,71.1,28.42,IN,US,10,14.0,39.01,IN,GB,12,58.4,121.43,OUT,GB,16,14.7,142.42,IN,CA,10,21.7,43.19,OUT,US,17,52.8,44.66,IN,CA,16,49.0,31.05,OUT,CA,16,64.7,58.64,OUT,US,12,61.3,64.2,OUT,US,16,15.2
832,0,clean,52.62,IN,US,20,43.1,40.83,OUT,GB,21,12.3,17.21,OUT,GB,21,17.0,48.69,IN,US,17,60.2,13.6,OUT,US,20,51.9,40.63,OUT,US,12,27.8,284.75,IN,CA,15,26.1,92.86,IN,CA,22,63.8,46.16,IN,US,17,41.3,95.44,OUT,US,11,43.5,35.97,OUT,GB,15,54.4,28.77,OUT,GB,15,48.7,213.43,OUT,CA,20,42.7,21.89,OUT,US,21,22.6,41.13,OUT,US,14,41.5,69.74,OUT,US,11,56.5,25.82,OUT,CA,11,55.9,91.88,IN,US,18,71.8,42.72,OUT,GB,22,50.1,92.86,IN,US,21,68.0,87.25,OUT,US,20,32.5,44.95,IN,GB,13,23.6,214.55,OUT,US,17,20.4,32.06,IN,US,11,34.4,160.63,OUT,CA,20,14.7,139.76,IN,GB,15,19.8,225.14,IN,US,13,18.4,62.76,OUT,GB,12,64.0,29.05,OUT,GB,20,42.8,287.56,OUT,US,9,54.3
518,0,clean,29.67,OUT,US,17,39.1,8.61,OUT,US,13,66.6,59.09,IN,CA,19,24.7,29.07,IN,US,9,69.6,29.16,OUT,GB,9,61.1,41.11,IN,CA,18,28.6,49.06,IN,US,22,68.7,54.2,IN,CA,14,40.4,26.92,OUT,US,8,65.7,45.78,IN,US,12,55.4,13.38,OUT,GB,9,16.3,70.02,IN,CA,9,12.9,5.56,OUT,US,18,46.4,43.31,OUT,US,12,69.4,113.9,IN,US,17,47.0,23.4,OUT,US,16,63.4,96.85,OUT,CA,21,58.5,137.63,OUT,US,21,24.8,3.87,OUT,CA,14,40.0,48.37,OUT,US,16,55.6,5.47,OUT,GB,22,27.4,49.67,OUT,US,16,16.1,54.29,OUT,US,11,20.4,7.49,IN,GB,17,51.1,254.65,IN,US,19,13.9,68.64,OUT,US,13,68.2,27.68,IN,US,14,12.2,176.32,OUT,US,19,52.3,12.98,OUT,GB,8,55.4,20.42,OUT,CA,11,42.7
447,0,clean,30.05,OUT,CA,13,68.4,76.29,OUT,US,20,43.2,85.96,IN,US,8,46.8,120.97,IN,US,12,41.1,49.32,OUT,US,22,36.0,119.25,OUT,US,17,39.8,10.69,OUT,US,22,13.3,23.45,OUT,CA,11,44.0,62.25,IN,US,12,48.8,71.07,OUT,US,8,49.7,26.33,IN,US,17,52.9,67.19,OUT,GB,19,41.0,33.15,IN,US,10,52.4,43.75,IN,CA,15,15.5,123.94,OUT,US,19,66.6,112.97,OUT,US,22,35.7,24.59,OUT,CA,18,38.0,23.43,OUT,US,8,37.2,39.29,OUT,US,13,41.3,53.44,OUT,CA,13,23.0,32.26,IN,GB,11,20.1,125.53,IN,US,18,18.4,72.09,OUT,US,18,12.3,75.56,IN,US,9,63.9,19.82,OUT,US,8,31.8,138.91,OUT,US,9,62.3,5.72,OUT,CA,19,60.4,106.4,IN,US,16,53.7,115.29,OUT,US,16,34.7,38.63,IN,US,14,63.4
18,0,clean,106.54,OUT,US,9,23.7,22.11,OUT,GB,12,35.2,83.42,OUT,GB,9,61.5,172.99,IN,CA,13,19.7,7.56,OUT,GB,13,59.7,28.86,IN,GB,16,57.3,86.63,IN,US,8,36.1,46.41,OUT,CA,16,20.2,73.47,OUT,GB,10,39.4,33.68,OUT,US,10,31.7,58.51,OUT,US,17,35.6,48.2,OUT,GB,15,32.2,138.97,OUT,CA,21,54.5,66.92,OUT,US,14,13.0,71.53,IN,GB,15,47.0,39.27,OUT,GB,11,27.9,36.96,OUT,CA,10,55.3,38.63,OUT,CA,10,43.5,74.86,IN,US,17,61.3,38.99,IN,US,8,68.9,68.84,OUT,US,14,38.5,287.24,OUT,GB,20,53.4,109.61,OUT,US,19,48.7,42.06,IN,GB,13,20.3,142.73,OUT,GB,14,71.9,39.39,IN,CA,22,30.8,10.69,OUT,US,18,44.0,24.37,OUT,GB,15,58.3,12.22,IN,US,16,23.5,41.21,OUT,US,19,29.9
715,0,clean,19.45,OUT,US,22,33.5,143.04,OUT,GB,18,56.4,83.54,OUT,US,11,17.5,55.39,IN,US,10,64.6,54.49,IN,GB,12,65.6,16.36,IN,US,11,29.9,24.98,IN,US,10,44.7,71.44,IN,US,20,17.6,35.76,IN,US,12,14.2,45.87,IN,GB,13,55.9,50.21,IN,US,20,34.5,31.63,IN,US,17,19.7,25.17,OUT,CA,18,32.3,15.03,IN,US,20,23.0,48.56,IN,US,8,39.2,89.56,IN,US,13,62.3,14.66,IN,US,16,35.6,53.56,IN,CA,19,71.3,68.37,IN,US,11,21.7,24.74,OUT,US,11,43.6,170.33,IN,US,13,41.6,40.1,OUT,GB,14,25.7,50.35,OUT,CA,11,19.9,47.99,OUT,CA,14,12.9,13.24,IN,US,10,57.9,122.36,IN,GB,15,39.5,25.42,OUT,US,16,66.2,45.19,IN,GB,9,44.9,88.07,IN,US,15,28.5,175.69,OUT,GB,12,33.7
483,0,clean,78.58,OUT,GB,19,34.7,49.98,OUT,US,21,46.4,30.94,OUT,US,19,29.4,91.99,OUT,US,12,28.1,106.85,OUT,US,14,48.4,9.33,OUT,CA,15,23.9,32.39,OUT,US,10,57.8,348.63,IN,US,10,20.7,87.07,IN,GB,21,70.0,93.77,OUT,US,18,40.8,139.53,OUT,US,22,56.0,55.35,OUT,US,9,26.0,103.27,IN,US,18,39.2,96.97,OUT,GB,11,22.6,84.03,OUT,US,16,55.7,42.2,IN,US,15,56.1,62.66,OUT,US,11,18.1,34.1,OUT,US,11,56.2,55.16,OUT,US,18,31.1,21.44,IN,US,19,54.5,29.01,IN,GB,18,38.4,43.56,IN,CA,11,69.8,25.66,IN,US,12,67.8,36.45,IN,US,21,38.8,47.89,IN,US,22,27.6,75.32,OUT,US,13,50.3,116.68,OUT,CA,16,30.2,37.67,IN,US,8,46.3,158.87,OUT,US,17,35.9,115.69,OUT,US,13,68.8
568,0,clean,43.86,IN,GB,20,67.9,62.61,IN,US,22,68.2,43.59,OUT,CA,13,60.4,54.33,OUT,GB,15,24.5,38.11,IN,US,17,67.0,25.17,IN,GB,22,13.3,79.76,IN,US,11,16.9,33.7,OUT,CA,14,65.8,62.25,OUT,GB,8,62.9,75.82,OUT,CA,20,42.5,34.14,OUT,GB,22,27.4,20.84,IN,CA,19,16.2,380.27,OUT,US,8,41.2,35.79,OUT,US,22,20.9,89.9,OUT,US,20,57.9,257.64,IN,GB,9,17.1,102.71,IN,US,11,33.7,42.93,OUT,US,15,39.4,51.74,OUT,CA,21,16.4,28.05,OUT,US,14,35.7,110.54,IN,GB,20,22.0,85.89,IN,GB,8,59.2,36.18,IN,CA,22,18.6,23.72,IN,CA,15,52.9,18.97,OUT,US,14,57.3,120.21,IN,US,16,13.2,60.12,OUT,GB,9,66.6,64.84,OUT,US,15,41.2,28.27,IN,US,22,44.9,16.93,IN,US,9,19.9
433,0,clean,44.98,IN,US,9,48.1,34.06,IN,US,11,25.5,154.49,IN,US,11,44.6,8.64,IN,US,8,51.8,146.86,OUT,US,21,63.0,35.32,IN,US,21,47.8,51.29,OUT,CA,17,67.0,35.81,IN,CA,8,35.3,187.6,OUT,US,22,68.1,20.39,IN,US,13,41.5,55.11,OUT,GB,8,14.9,83.26,IN,US,11,38.0,15.05,IN,US,8,26.5,26.16,OUT,US,14,18.7,48.49,IN,US,12,19.9,26.86,OUT,US,14,62.6,28.43,OUT,US,8,68.3,41.27,OUT,US,20,64.7,91.8,OUT,US,11,55.8,41.51,IN,US,17,25.3,129.38,IN,US,21,35.7,24.58,OUT,US,12,63.9,20.05,OUT,US,9,70.5,254.95,IN,US,17,50.3,32.25,OUT,CA,13,49.9,19.13,OUT,US,11,26.3,13.55,IN,GB,13,59.7,129.03,IN,US,17,40.8,41.55,OUT,GB,8,18.1,44.57,IN,GB,12,54.2
367,0,clean,64.41,IN,US,12,35.9,49.23,IN,US,16,65.1,49.06,OUT,CA,11,47.9,29.33,OUT,US,18,38.9,115.97,OUT,GB,22,34.9,58.04,IN,GB,8,61.8,47.49,OUT,US,15,29.2,30.03,OUT,US,11,17.1,18.81,IN,US,16,24.1,155.46,OUT,US,9,60.9,85.09,OUT,US,14,43.7,14.89,OUT,US,18,51.2,100.54,IN,GB,22,22.8,114.2,IN,CA,22,24.0,60.31,IN,US,18,45.2,196.07,IN,GB,11,66.5,64.93,OUT,CA,15,67.8,17.58,OUT,CA,11,68.4,73.12,OUT,CA,14,63.2,66.41,OUT,US,13,30.7,33.7,IN,US,12,49.0,86.39,OUT,US,17,66.0,14.38,OUT,US,13,31.8,120.6,IN,US,22,58.3,27.05,OUT,GB,11,15.0,24.83,OUT,US,11,46.5,49.85,OUT,GB,19,61.4,77.2,IN,US,11,57.1,62.25,IN,US,13,51.2,30.14,IN,US,18,52.7
83,0,clean,54.0,IN,US,9,27.0,31.44,IN,US,13,13.0,36.8,IN,US,22,61.2,173.28,IN,US,8,17.8,19.98,IN,US,13,36.9,104.64,IN,GB,11,45.7,43.68,OUT,CA,9,68.1,43.65,IN,US,13,25.9,102.75,OUT,US,8,22.4,71.67,OUT,US,9,35.4,86.18,OUT,GB,13,51.5,118.46,IN,CA,12,14.6,41.89,OUT,US,19,58.1,33.46,OUT,US,12,44.2,22.92,OUT,US,18,69.5,28.21,IN,US,10,53.8,577.83,OUT,CA,9,50.1,147.78,OUT,GB,15,32.1,18.53,IN,GB,17,34.9,18.95,IN,US,8,54.3,80.28,IN,US,11,49.0,84.59,IN,GB,9,56.3,84.7,OUT,CA,12,15.6,44.52,OUT,US,18,24.1,49.38,OUT,CA,19,14.3,70.97,IN,US,13,64.6,58.48,IN,GB,20,50.6,9.25,OUT,US,11,70.7,45.43,OUT,US,11,62.8,27.63,IN,US,20,24.3
61,0,clean,96.21,OUT,US,9,22.2,65.8,OUT,CA,21,36.7,117.04,OUT,CA,21,71.7,68.7,IN,CA,19,39.8,33.45,IN,US,14,64.4,72.91,OUT,US,22,46.8,21.87,IN,CA,8,46.4,59.55,OUT,GB,8,14.4,53.17,OUT,CA,20,37.5,46.22,IN,CA,15,59.9,49.26,OUT,US,19,26.4,12.12,IN,US,13,55.9,35.2,IN,US,15,29.7,58.81,IN,CA,21,52.1,62.05,OUT,US,15,46.2,24.0,IN,CA,10,39.8,150.29,OUT,CA,19,59.4,27.3,IN,CA,22,50.0,118.58,OUT,US,12,53.4,76.84,OUT,GB,16,37.6,32.56,IN,US,17,46.5,225.94,IN,GB,22,64.9,21.01,IN,US,14,52.5,113.9,OUT,US,13,33.9,121.57,OUT,US,16,34.0,31.93,IN,US,13,54.6,166.33,IN,CA,19,26.3,44.7,OUT,US,20,68.3,68.78,IN,US,13,56.7,67.24,OUT,CA,12,65.9
638,0,clean,130.26,OUT,US,12,53.2,25.92,OUT,GB,9,31.2,20.95,OUT,US,9,23.0,475.97,OUT,GB,21,62.1,127.75,OUT,US,22,29.1,87.49,IN,US,21,28.2,57.97,IN,GB,18,42.8,67.95,OUT,CA,21,46.4,16.68,OUT,GB,21,29.8,61.91,IN,US,21,66.8,57.8,OUT,US,8,28.7,26.49,OUT,CA,16,46.1,35.49,OUT,US,9,51.1,183.49,IN,GB,16,64.9,49.4,OUT,US,8,61.9,286.27,OUT,GB,20,71.9,13.56,IN,US,9,21.6,35.96,OUT,GB,19,19.2,15.83,OUT,US,11,64.5,20.75,IN,CA,22,71.0,28.15,OUT,CA,11,34.6,70.26,OUT,US,8,65.5,67.59,OUT,US,11,14.9,31.71,IN,US,13,31.2,9.19,OUT,US,15,35.8,178.07,OUT,US,19,52.0,43.44,OUT,US,12,36.2,22.35,OUT,US,13,67.9,68.03,IN,GB,11,49.1,64.3,OUT,CA,20,55.3
272,0,clean,48.75,OUT,US,13,48.6,110.2,IN,CA,12,60.1,102.78,OUT,US,21,56.0,53.64,OUT,US,9,46.5,13.27,IN,US,15,25.9,598.39,OUT,US,17,31.3,220.67,OUT,GB,15,49.7,97.33,OUT,US,9,28.5,29.89,IN,US,16,70.0,49.86,IN,CA,15,35.1,35.35,IN,US,20,31.4,150.07,OUT,CA,12,49.0,67.36,OUT,GB,14,32.1,29.16,OUT,US,20,33.3,37.46,OUT,US,22,33.5,133.88,OUT,CA,16,18.7,196.39,IN,US,22,47.9,185.43,OUT,US,13,60.5,100.05,IN,US,21,56.2,44.61,IN,US,9,18.6,4.08,OUT,GB,15,57.5,69.25,IN,US,22,51.1,54.52,IN,GB,12,28.8,61.07,IN,US,20,57.6,57.0,IN,CA,14,51.8,18.9,IN,GB,18,36.6,85.28,OUT,CA,18,43.2,90.54,IN,GB,8,53.6,94.24,IN,US,22,28.5,116.43,IN,US,21,30.0
285,0,clean,18.86,IN,US,11,16.4,30.15,OUT,US,21,61.3,83.23,IN,US,13,13.7,54.93,OUT,US,20,31.5,116.09,OUT,US,12,47.3,63.12,OUT,US,14,21.1,41.18,IN,GB,17,30.3,304.49,OUT,US,10,21.4,50.65,OUT,US,15,31.2,138.43,IN,GB,9,58.2,39.61,OUT,US,13,62.7,96.32,IN,US,17,54.9,114.71,IN,GB,19,69.7,64.51,IN,US,19,64.5,8.3,OUT,US,15,41.8,55.4,OUT,CA,20,69.0,146.11,OUT,US,12,25.8,83.26,IN,CA,9,36.6,78.0,IN,US,18,56.7,13.77,OUT,US,22,52.2,30.68,OUT,US,13,68.9,75.87,IN,CA,14,19.9,75.82,OUT,US,12,68.4,144.28,OUT,GB,16,21.2,48.62,OUT,US,18,51.6,75.54,OUT,CA,15,51.1,55.32,OUT,US,18,64.6,24.79,OUT,US,22,24.9,8.98,IN,GB,8,68.0,77.08,IN,US,20,18.6
360,0,clean,34.67,OUT,CA,9,71.5,82.27,IN,US,12,34.4,68.86,OUT,CA,17,55.1,56.55,OUT,US,22,18.9,114.94,OUT,CA,8,54.9,32.18,IN,GB,10,20.0,34.46,OUT,US,8,66.4,54.08,OUT,US,21,49.4,32.72,IN,US,18,64.2,81.97,IN,US,21,54.8,30.86,IN,CA,18,24.3,65.43,IN,US,21,52.9,50.39,IN,US,12,48.0,64.84,OUT,US,10,53.9,37.8,OUT,US,19,53.0,41.63,IN,US,10,39.1,58.96,IN,US,9,51.3,64.18,IN,CA,15,25.2,54.41,OUT,US,16,45.8,213.64,IN,US,22,69.3,24.72,IN,US,19,35.2,51.86,OUT,CA,16,57.4,15.5,OUT,CA,20,18.6,73.53,OUT,CA,19,61.8,22.37,OUT,US,10,20.1,43.7,OUT,US,16,31.2,40.54,OUT,US,14,35.8,68.35,IN,US,10,38.5,35.08,OUT,US,9,14.4,33.91,OUT,US,18,41.0
354,0,clean,38.98,IN,CA,17,16.5,78.13,OUT,US,15,39.4,78.71,OUT,US,13,54.5,161.13,OUT,GB,22,16.4,142.39,OUT,CA,19,44.8,43.45,IN,US,13,67.5,154.45,OUT,GB,14,70.1,30.84,IN,US,20,70.4,114.97,OUT,US,19,62.5,232.39,OUT,CA,18,65.1,144.31,OUT,GB,22,27.0,59.42,OUT,US,19,20.5,41.87,OUT,GB,9,19.4,16.07,OUT,US,12,58.5,70.0,OUT,US,18,63.6,22.37,IN,GB,11,40.2,28.95,OUT,US,10,35.6,21.06,OUT,US,15,37.9,37.78,OUT,US,14,70.0,53.39,OUT,US,9,40.9,67.96,IN,US,18,60.8,33.77,OUT,US,17,71.3,128.44,OUT,US,21,57.5,46.22,IN,US,11,55.2,29.07,OUT,US,9,44.4,65.43,IN,US,18,66.9,262.66,IN,US,22,16.5,71.39,OUT,US,21,33.1,40.84,OUT,CA,19,30.3,16.09,IN,US,14,23.0
456,0,clean,14.07,IN,US,12,51.9,73.25,OUT,CA,21,16.6,31.28,OUT,US,9,69.7,109.09,IN,CA,15,43.2,95.29,OUT,US,21,53.8,177.17,IN,US,16,23.6,112.85,IN,GB,16,49.4,130.61,IN,CA,9,31.9,31.97,IN,CA,17,71.7,103.88,OUT,US,17,58.2,263.69,OUT,CA,14,24.3,31.47,OUT,GB,17,53.8,230.39,OUT,CA,9,24.7,35.18,IN,GB,18,35.5,27.62,OUT,CA,12,40.8,69.2,OUT,GB,18,70.1,96.81,OUT,US,9,15.3,113.23,OUT,US,10,59.4,25.29,OUT,GB,19,55.5,77.3,IN,US,11,14.2,31.55,IN,CA,8,51.8,16.59,OUT,US,8,34.2,25.97,OUT,US,22,20.4,29.94,OUT,GB,20,32.2,82.87,OUT,CA,17,70.1,137.25,OUT,US,18,31.3,16.8,OUT,US,11,22.2,72.35,OUT,US,15,14.1,21.3,IN,GB,19,64.0,90.31,OUT,GB,22,53.4
278,0,clean,58.55,OUT,US,18,26.8,53.9,IN,US,10,66.1,431.32,IN,US,10,36.1,18.84,OUT,US,16,18.8,11.11,OUT,US,20,54.5,71.23,IN,US,21,28.6,40.4,OUT,US,11,62.6,70.31,OUT,GB,11,58.4,87.1,OUT,US,18,57.4,152.52,IN,US,14,62.4,16.35,IN,US,21,33.7,34.97,OUT,US,22,17.1,76.94,OUT,US,20,27.2,101.13,OUT,US,8,53.4,315.69,IN,US,8,64.6,117.28,IN,US,22,66.4,52.17,IN,US,17,44.6,26.78,OUT,GB,19,31.8,34.76,OUT,US,22,40.9,33.98,OUT,CA,9,25.2,92.22,OUT,US,21,41.6,67.06,IN,US,8,41.2,18.94,OUT,CA,22,32.7,38.52,OUT,US,9,15.4,110.17,OUT,US,13,19.8,72.34,OUT,US,16,17.6,86.05,OUT,GB,13,60.5,74.17,OUT,CA,16,24.5,200.57,OUT,CA,20,27.5,65.95,OUT,CA,21,62.0
12,0,clean,82.72,IN,US,9,36.0,186.08,IN,CA,14,56.8,50.05,IN,US,12,39.2,75.29,OUT,GB,9,55.3,94.83,IN,US,20,65.0,39.61,IN,US,15,49.1,65.32,OUT,GB,15,51.7,55.15,IN,GB,9,36.9,59.04,IN,US,18,32.7,29.42,OUT,GB,18,52.7,55.68,IN,CA,17,30.5,81.32,IN,US,11,15.3,174.32,OUT,US,13,58.0,117.62,OUT,CA,10,19.2,305.68,OUT,US,16,19.8,29.55,OUT,US,14,45.5,109.71,IN,CA,8,63.7,63.22,IN,US,17,39.6,314.77,OUT,CA,12,37.8,28.6,IN,US,10,18.9,27.89,OUT,CA,21,60.1,33.8,OUT,US,14,53.4,9.98,IN,CA,17,62.7,35.85,IN,CA,21,36.0,29.75,OUT,US,13,30.6,61.58,IN,GB,18,58.7,71.77,OUT,US,22,18.8,244.92,OUT,US,11,58.6,116.79,OUT,US,10,18.2,34.41,IN,US,20,48.1
